region,year,age,city,village
Poltavska,2010,20-24,2 522,2 182
Poltavska,2010,25-29,2 836,1 625
Poltavska,2010,30-34,1 739,867
Poltavska,2010,35-39,686,374
Poltavska,2010,40-44,103,73
Poltavska,2010,45-49,4,4
Poltavska,2010,50-54,2,0
Poltavska,2010,55 and older,0,0
Poltavska,2011,before 15,0,1
Poltavska,2011,15-19,474,614
Poltavska,2011,20-24,2 383,2 036
Poltavska,2011,25-29,2 985,1 708
Poltavska,2011,30-34,1 725,895
Poltavska,2011,35-39,717,405
Poltavska,2011,40-44,114,88
Poltavska,2011,45-49,5,5
Poltavska,2011,50-54,0,0
Poltavska,2011,55 and older,0,0
Poltavska,2012,before 15,1,4
Poltavska,2012,15-19,451,556
Poltavska,2012,20-24,2 331,2 067
Poltavska,2012,25-29,3 125,1 788
Poltavska,2012,30-34,1 892,916
Poltavska,2012,35-39,842,454
Poltavska,2012,40-44,132,63
Poltavska,2012,45-49,5,3
Poltavska,2012,50-54,0,0
Poltavska,2012,55 and older,0,0
Poltavska,2013,before 15,1,2
Poltavska,2013,15-19,383,558
Poltavska,2013,20-24,2 256,1 986
Poltavska,2013,25-29,3 103,1 721
Poltavska,2013,30-34,1 945,948
Poltavska,2013,35-39,790,387
Poltavska,2013,40-44,132,69
Poltavska,2013,45-49,4,4
Poltavska,2013,50-54,0,0
Poltavska,2013,55 and older,0,0
Poltavska,2014,before 15,1,3
Poltavska,2014,15-19,366,518
Poltavska,2014,20-24,2 094,1 900
Poltavska,2014,25-29,3 093,1 837
Poltavska,2014,30-34,2 081,1 036
Poltavska,2014,35-39,952,391
Poltavska,2014,40-44,132,84
Poltavska,2014,45-49,4,3
Poltavska,2014,50-54,1,0
Poltavska,2014,55 and older,0,0
Poltavska,2015,before 15,0,2
Poltavska,2015,15-19,328,473
Poltavska,2015,20-24,1 930,1 795
Poltavska,2015,25-29,2 906,1 668
Poltavska,2015,30-34,1 972,895
Poltavska,2015,35-39,802,419
Poltavska,2015,40-44,167,92
Poltavska,2015,45-49,13,3
Poltavska,2015,50-54,2,0
Poltavska,2015,55 and older,0,0
Poltavska,2016,before 15,2,0
Poltavska,2016,15-19,324,452
Poltavska,2016,20-24,1 687,1 553
Poltavska,2016,25-29,2 648,1 599
Poltavska,2016,30-34,1 929,861
Poltavska,2016,35-39,795,380
Poltavska,2016,40-44,156,70
Poltavska,2016,45-49,5,2
Poltavska,2016,50-54,1,0
Poltavska,2016,55 and older,0,0
Poltavska,2017,before 15,2,1
Poltavska,2017,15-19,243,363
Poltavska,2017,20-24,1 449,1 265
Poltavska,2017,25-29,2 272,1 403
Poltavska,2017,30-34,1 839,895
Poltavska,2017,35-39,758,343
Poltavska,2017,40-44,136,77
Poltavska,2017,45-49,9,1
Poltavska,2017,50-54,0,0
Poltavska,2017,55 and older,1,0
Rivnenska,1990,before 15,0,0
Rivnenska,1990,15-19,961,1 114
Rivnenska,1990,20-24,4 061,3 826
Rivnenska,1990,25-29,2 691,2 328
Rivnenska,1990,30-34,1 254,1 268
Rivnenska,1990,35-39,351,463
Rivnenska,1990,40-44,64,128
Rivnenska,1990,45-49,1,8
Rivnenska,1990,50-54,0,0
Rivnenska,1990,55 and older,0,0
Rivnenska,1991,before 15,0,0
Rivnenska,1991,15-19,1 057,1 196
Rivnenska,1991,20-24,4 025,3 854
Rivnenska,1991,25-29,2 397,2 113
Rivnenska,1991,30-34,1 117,1 223
Rivnenska,1991,35-39,346,425
Rivnenska,1991,40-44,61,133
Rivnenska,1991,45-49,1,3
Rivnenska,1991,50-54,0,0
Rivnenska,1991,55 and older,0,0
Rivnenska,1992,before 15,0,0
Rivnenska,1992,15-19,1 060,1 447
Rivnenska,1992,20-24,3 734,4 195
Rivnenska,1992,25-29,2 245,2 144
Rivnenska,1992,30-34,1 204,1 256
Rivnenska,1992,35-39,339,452
Rivnenska,1992,40-44,65,130
Rivnenska,1992,45-49,3,9
Rivnenska,1992,50-54,0,0
Rivnenska,1992,55 and older,0,0
Rivnenska,1993,before 15,0,0
Rivnenska,1993,15-19,1 020,1 523
Rivnenska,1993,20-24,3 468,4 232
Rivnenska,1993,25-29,2 263,2 203
Rivnenska,1993,30-34,1 143,1 268
Rivnenska,1993,35-39,374,507
Rivnenska,1993,40-44,69,124
Rivnenska,1993,45-49,2,11
Rivnenska,1993,50-54,0,0
Rivnenska,1993,55 and older,0,0
Rivnenska,1994,before 15,0,0
Rivnenska,1994,15-19,970,1 465
Rivnenska,1994,20-24,3 135,4 297
Rivnenska,1994,25-29,1 833,2 138
Rivnenska,1994,30-34,1 084,1 230
Rivnenska,1994,35-39,389,551
Rivnenska,1994,40-44,67,113
Rivnenska,1994,45-49,4,6
Rivnenska,1994,50-54,0,1
Rivnenska,1994,55 and older,0,0
Rivnenska,1995,before 15,1,1
Rivnenska,1995,15-19,941,1 446
Rivnenska,1995,20-24,3 025,4 141
Rivnenska,1995,25-29,1 820,2 028
Rivnenska,1995,30-34,906,1 057
Rivnenska,1995,35-39,389,516
Rivnenska,1995,40-44,62,121
Rivnenska,1995,45-49,6,8
Rivnenska,1995,50-54,0,0
Rivnenska,1995,55 and older,0,0
Rivnenska,1996,before 15,2,0
Rivnenska,1996,15-19,916,1 413
Rivnenska,1996,20-24,2 839,4 002
Rivnenska,1996,25-29,1 688,2 054
Rivnenska,1996,30-34,818,1 033
Rivnenska,1996,35-39,333,502
Rivnenska,1996,40-44,59,107
Rivnenska,1996,45-49,2,12
Rivnenska,1996,50-54,0,0
Rivnenska,1996,55 and older,0,0
Rivnenska,1997,before 15,1,2
Rivnenska,1997,15-19,900,1 325
Rivnenska,1997,20-24,2 752,4 066
Rivnenska,1997,25-29,1 658,2 166
Rivnenska,1997,30-34,840,987
Rivnenska,1997,35-39,325,554
Rivnenska,1997,40-44,69,116
Rivnenska,1997,45-49,1,6
Rivnenska,1997,50-54,0,0
Rivnenska,1997,55 and older,0,0
Rivnenska,1998,before 15,1,0
Rivnenska,1998,15-19,738,1 310
Rivnenska,1998,20-24,2 448,3 961
Rivnenska,1998,25-29,1 669,2 117
Rivnenska,1998,30-34,778,1 023
Rivnenska,1998,35-39,329,483
Rivnenska,1998,40-44,78,122
Rivnenska,1998,45-49,3,7
Rivnenska,1998,50-54,0,0
Rivnenska,1998,55 and older,0,0
Rivnenska,1999,before 15,0,0
Rivnenska,1999,15-19,637,1 177
Rivnenska,1999,20-24,2 323,3 744
Rivnenska,1999,25-29,1 452,2 181
Rivnenska,1999,30-34,665,955
Rivnenska,1999,35-39,315,486
Rivnenska,1999,40-44,81,161
Rivnenska,1999,45-49,2,4
Rivnenska,1999,50-54,0,0
Rivnenska,1999,55 and older,0,0
Rivnenska,2000,before 15,0,0
Rivnenska,2000,15-19,528,1 091
Rivnenska,2000,20-24,2 218,3 667
Rivnenska,2000,25-29,1 519,2 229
Rivnenska,2000,30-34,682,971
Rivnenska,2000,35-39,286,482
Rivnenska,2000,40-44,79,138
Rivnenska,2000,45-49,3,4
Rivnenska,2000,50-54,0,0
Rivnenska,2000,55 and older,0,0
Rivnenska,2001,before 15,0,2
Rivnenska,2001,15-19,549,961
Rivnenska,2001,20-24,2 127,3 405
Rivnenska,2001,25-29,1 442,2 076
Rivnenska,2001,30-34,730,981
Rivnenska,2001,35-39,274,480
Rivnenska,2001,40-44,78,133
Rivnenska,2001,45-49,2,7
Rivnenska,2001,50-54,0,0
Rivnenska,2001,55 and older,0,0
Rivnenska,2002,before 15,1,0
Rivnenska,2002,15-19,539,948
Rivnenska,2002,20-24,2 125,3 334
Rivnenska,2002,25-29,1 467,2 179
Rivnenska,2002,30-34,747,1 084
Rivnenska,2002,35-39,285,492
Rivnenska,2002,40-44,75,122
Rivnenska,2002,45-49,3,2
Rivnenska,2002,50-54,0,0
Rivnenska,2002,55 and older,0,0
Rivnenska,2003,before 15,1,1
Rivnenska,2003,15-19,545,942
Rivnenska,2003,20-24,2 360,3 260
Rivnenska,2003,25-29,1 696,2 301
Rivnenska,2003,30-34,783,1 086
Rivnenska,2003,35-39,307,448
Rivnenska,2003,40-44,57,136
Rivnenska,2003,45-49,6,8
Rivnenska,2003,50-54,0,0
Rivnenska,2003,55 and older,0,0
Rivnenska,2004,before 15,1,1
Rivnenska,2004,15-19,541,852
Rivnenska,2004,20-24,2 522,3 251
Rivnenska,2004,25-29,1 859,2 346
Rivnenska,2004,30-34,933,1 222
Rivnenska,2004,35-39,324,467
Rivnenska,2004,40-44,70,145
Rivnenska,2004,45-49,4,7
Rivnenska,2004,50-54,0,0
Rivnenska,2004,55 and older,0,0
Rivnenska,2005,before 15,1,2
Rivnenska,2005,15-19,513,855
Rivnenska,2005,20-24,2 323,3 270
Rivnenska,2005,25-29,1 871,2 357
Rivnenska,2005,30-34,940,1 263
Rivnenska,2005,35-39,313,508
Rivnenska,2005,40-44,93,152
Rivnenska,2005,45-49,4,9
Rivnenska,2005,50-54,0,0
Rivnenska,2005,55 and older,0,0
Rivnenska,2006,before 15,0,2
Rivnenska,2006,15-19,490,832
Rivnenska,2006,20-24,2 497,3 450
Rivnenska,2006,25-29,2 051,2 713
Rivnenska,2006,30-34,1 065,1 440
Rivnenska,2006,35-39,391,598
Rivnenska,2006,40-44,63,152
Rivnenska,2006,45-49,5,6
Rivnenska,2006,50-54,0,0
Rivnenska,2006,55 and older,0,0
Rivnenska,2007,before 15,0,2
Rivnenska,2007,15-19,504,835
Rivnenska,2007,20-24,2 435,3 460
Rivnenska,2007,25-29,2 169,2 591
Rivnenska,2007,30-34,1 054,1 474
Rivnenska,2007,35-39,376,603
Rivnenska,2007,40-44,83,157
Rivnenska,2007,45-49,6,8
Rivnenska,2007,50-54,0,0
Rivnenska,2007,55 and older,0,0
Rivnenska,2008,before 15,1,3
Rivnenska,2008,15-19,440,845
Rivnenska,2008,20-24,2 617,3 845
Rivnenska,2008,25-29,2 367,2 757
Rivnenska,2008,30-34,1 205,1 605
Rivnenska,2008,35-39,464,692
Rivnenska,2008,40-44,89,137
Rivnenska,2008,45-49,7,8
Rivnenska,2008,50-54,0,0
Rivnenska,2008,55 and older,0,0
Rivnenska,2009,before 15,0,0
Rivnenska,2009,15-19,437,861
Rivnenska,2009,20-24,2 504,3 725
Rivnenska,2009,25-29,2 563,2 887
Rivnenska,2009,30-34,1 277,1 688
Rivnenska,2009,35-39,497,809
Rivnenska,2009,40-44,99,174
Rivnenska,2009,45-49,13,6
Rivnenska,2009,50-54,0,0
Rivnenska,2009,55 and older,0,0
Rivnenska,2010,before 15,1,2
Rivnenska,2010,15-19,315,829
Rivnenska,2010,20-24,2 247,3 384
Rivnenska,2010,25-29,2 517,2 954
Rivnenska,2010,30-34,1 367,1 770
Rivnenska,2010,35-39,545,838
Rivnenska,2010,40-44,102,183
Rivnenska,2010,45-49,5,11
Rivnenska,2010,50-54,0,0
Rivnenska,2010,55 and older,0,0
Rivnenska,2011,before 15,0,0
Rivnenska,2011,15-19,314,855
Rivnenska,2011,20-24,2 121,3 440
Rivnenska,2011,25-29,2 616,3 092
Rivnenska,2011,30-34,1 446,1 957
Rivnenska,2011,35-39,621,887
Rivnenska,2011,40-44,115,217
Rivnenska,2011,45-49,4,9
Rivnenska,2011,50-54,0,0
Rivnenska,2011,55 and older,0,0
Rivnenska,2012,before 15,0,2
Rivnenska,2012,15-19,307,807
Rivnenska,2012,20-24,2 108,3 465
Rivnenska,2012,25-29,2 780,3 336
Rivnenska,2012,30-34,1 564,2 002
Rivnenska,2012,35-39,593,979
Rivnenska,2012,40-44,108,242
Rivnenska,2012,45-49,8,11
Rivnenska,2012,50-54,1,0
Rivnenska,2012,55 and older,0,0
Rivnenska,2013,before 15,0,1
Rivnenska,2013,15-19,267,743
Rivnenska,2013,20-24,1 875,3 334
Rivnenska,2013,25-29,2 679,3 148
Rivnenska,2013,30-34,1 577,1 891
Rivnenska,2013,35-39,672,931
Rivnenska,2013,40-44,102,207
Rivnenska,2013,45-49,2,13
Rivnenska,2013,50-54,0,0
Rivnenska,2013,55 and older,0,0
Rivnenska,2014,before 15,0,1
Rivnenska,2014,15-19,252,702
Rivnenska,2014,20-24,1 713,3 243
Rivnenska,2014,25-29,2 560,3 084
Rivnenska,2014,30-34,1 688,1 914
Rivnenska,2014,35-39,681,957
Rivnenska,2014,40-44,126,225
Rivnenska,2014,45-49,6,14
Rivnenska,2014,50-54,0,0
Rivnenska,2014,55 and older,0,0
Rivnenska,2015,before 15,0,3
Rivnenska,2015,15-19,223,690
Rivnenska,2015,20-24,1 620,3 250
Rivnenska,2015,25-29,2 477,2 797
Rivnenska,2015,30-34,1 556,1 674
Rivnenska,2015,35-39,643,854
Rivnenska,2015,40-44,126,203
Rivnenska,2015,45-49,6,11
Rivnenska,2015,50-54,0,0
Rivnenska,2015,55 and older,0,0
Rivnenska,2016,before 15,1,2
Rivnenska,2016,15-19,206,665
Rivnenska,2016,20-24,1 470,3 204
Rivnenska,2016,25-29,2 260,2 707
Rivnenska,2016,30-34,1 651,1 734
Rivnenska,2016,35-39,671,779
Rivnenska,2016,40-44,129,191
Rivnenska,2016,45-49,2,13
Rivnenska,2016,50-54,1,0
Rivnenska,2016,55 and older,0,0
Rivnenska,2017,before 15,1,1
Rivnenska,2017,15-19,199,588
Rivnenska,2017,20-24,1 344,2 775
Rivnenska,2017,25-29,2 026,2 525
Rivnenska,2017,30-34,1 603,1 578
Rivnenska,2017,35-39,614,773
Rivnenska,2017,40-44,120,207
Rivnenska,2017,45-49,7,9
Rivnenska,2017,50-54,0,0
Rivnenska,2017,55 and older,0,0
Sumska,1990,before 15,0,0
Sumska,1990,15-19,1 806,1 020
Sumska,1990,20-24,4 793,2 025
Sumska,1990,25-29,2 892,1 198
Sumska,1990,30-34,1 392,577
Sumska,1990,35-39,446,215
Sumska,1990,40-44,83,49
Sumska,1990,45-49,1,3
Sumska,1990,50-54,0,0
Sumska,1990,55 and older,0,0
Sumska,1991,before 15,0,0
Sumska,1991,15-19,1 702,907
Sumska,1991,20-24,4 766,2 059
Sumska,1991,25-29,2 676,1 082
Sumska,1991,30-34,1 269,523
Sumska,1991,35-39,417,188
Sumska,1991,40-44,74,58
Sumska,1991,45-49,1,2
Sumska,1991,50-54,1,0
Sumska,1991,55 and older,0,0
Sumska,1992,before 15,0,0
Sumska,1992,15-19,1 742,996
Sumska,1992,20-24,4 465,2 042
Sumska,1992,25-29,2 347,1 015
Sumska,1992,30-34,1 195,520
Sumska,1992,35-39,383,178
Sumska,1992,40-44,75,55
Sumska,1992,45-49,2,3
Sumska,1992,50-54,0,0
Sumska,1992,55 and older,0,0
Sumska,1993,before 15,0,0
Sumska,1993,15-19,1 725,1 033
Sumska,1993,20-24,4 060,1 993
Sumska,1993,25-29,2 066,938
Sumska,1993,30-34,986,429
Sumska,1993,35-39,331,166
Sumska,1993,40-44,58,38
Sumska,1993,45-49,1,3
Sumska,1993,50-54,0,0
Sumska,1993,55 and older,0,0
Sumska,1994,before 15,0,0
Sumska,1994,15-19,1 588,1 067
Sumska,1994,20-24,3 803,1 979
Sumska,1994,25-29,1 879,856
Sumska,1994,30-34,888,437
Sumska,1994,35-39,349,153
Sumska,1994,40-44,62,32
Sumska,1994,45-49,3,3
Sumska,1994,50-54,0,0
Sumska,1994,55 and older,0,0
Sumska,1995,before 15,0,1
Sumska,1995,15-19,1 622,1 038
Sumska,1995,20-24,3 737,1 825
Sumska,1995,25-29,1 676,861
Sumska,1995,30-34,803,377
Sumska,1995,35-39,276,138
Sumska,1995,40-44,48,30
Sumska,1995,45-49,1,0
Sumska,1995,50-54,0,0
Sumska,1995,55 and older,0,0
Sumska,1996,before 15,1,2
Sumska,1996,15-19,1 446,948
Sumska,1996,20-24,3 483,1 773
Sumska,1996,25-29,1 673,873
Sumska,1996,30-34,730,344
Sumska,1996,35-39,232,147
Sumska,1996,40-44,39,43
Sumska,1996,45-49,2,1
Sumska,1996,50-54,0,0
Sumska,1996,55 and older,0,0
Sumska,1997,before 15,3,1
Sumska,1997,15-19,1 287,846
Sumska,1997,20-24,3 175,1 696
Sumska,1997,25-29,1 595,848
Sumska,1997,30-34,726,383
Sumska,1997,35-39,233,140
Sumska,1997,40-44,23,23
Sumska,1997,45-49,1,3
Sumska,1997,50-54,0,1
Sumska,1997,55 and older,0,0
Sumska,1998,before 15,3,0
Sumska,1998,15-19,1 280,793
Sumska,1998,20-24,3 037,1 553
Sumska,1998,25-29,1 577,798
Sumska,1998,30-34,706,297
Sumska,1998,35-39,277,147
Sumska,1998,40-44,47,35
Sumska,1998,45-49,1,2
Sumska,1998,50-54,0,0
Sumska,1998,55 and older,0,0
Sumska,1999,before 15,1,0
Sumska,1999,15-19,984,712
Sumska,1999,20-24,2 764,1 443
Sumska,1999,25-29,1 520,756
Sumska,1999,30-34,641,316
Sumska,1999,35-39,201,146
Sumska,1999,40-44,38,42
Sumska,1999,45-49,3,0
Sumska,1999,50-54,0,0
Sumska,1999,55 and older,0,0
Sumska,2000,before 15,1,0
Sumska,2000,15-19,966,667
Sumska,2000,20-24,2 775,1 375
Sumska,2000,25-29,1 470,785
Sumska,2000,30-34,603,296
Sumska,2000,35-39,201,91
Sumska,2000,40-44,48,33
Sumska,2000,45-49,2,3
Sumska,2000,50-54,0,0
Sumska,2000,55 and older,0,0
Sumska,2001,before 15,2,1
Sumska,2001,15-19,843,622
Sumska,2001,20-24,2 574,1 371
Sumska,2001,25-29,1 467,661
Sumska,2001,30-34,635,305
Sumska,2001,35-39,213,105
Sumska,2001,40-44,38,20
Sumska,2001,45-49,3,2
Sumska,2001,50-54,0,0
Sumska,2001,55 and older,0,0
Sumska,2002,before 15,0,2
Sumska,2002,15-19,816,576
Sumska,2002,20-24,2 446,1 234
Sumska,2002,25-29,1 507,654
Sumska,2002,30-34,730,303
Sumska,2002,35-39,203,98
Sumska,2002,40-44,40,24
Sumska,2002,45-49,1,1
Sumska,2002,50-54,0,0
Sumska,2002,55 and older,0,0
Sumska,2003,before 15,2,2
Sumska,2003,15-19,790,573
Sumska,2003,20-24,2 661,1 243
Sumska,2003,25-29,1 576,702
Sumska,2003,30-34,824,322
Sumska,2003,35-39,226,76
Sumska,2003,40-44,50,30
Sumska,2003,45-49,0,0
Sumska,2003,50-54,0,0
Sumska,2003,55 and older,0,0
Sumska,2004,before 15,0,1
Sumska,2004,15-19,715,540
Sumska,2004,20-24,2 593,1 190
Sumska,2004,25-29,1 744,722
Sumska,2004,30-34,817,293
Sumska,2004,35-39,258,98
Sumska,2004,40-44,54,20
Sumska,2004,45-49,6,0
Sumska,2004,50-54,0,0
Sumska,2004,55 and older,0,0
Sumska,2005,before 15,1,1
Sumska,2005,15-19,698,467
Sumska,2005,20-24,2 473,1 147
Sumska,2005,25-29,1 733,690
Sumska,2005,30-34,898,348
Sumska,2005,35-39,254,115
Sumska,2005,40-44,51,23
Sumska,2005,45-49,4,1
Sumska,2005,50-54,0,0
Sumska,2005,55 and older,0,0
Sumska,2006,before 15,0,0
Sumska,2006,15-19,719,458
Sumska,2006,20-24,2 755,1 296
Sumska,2006,25-29,2 047,772
Sumska,2006,30-34,1 089,412
Sumska,2006,35-39,353,131
Sumska,2006,40-44,56,24
Sumska,2006,45-49,3,1
Sumska,2006,50-54,0,0
Sumska,2006,55 and older,0,0
Sumska,2007,before 15,0,1
Sumska,2007,15-19,638,440
Sumska,2007,20-24,2 701,1 300
Sumska,2007,25-29,2 166,745
Sumska,2007,30-34,1 154,396
Sumska,2007,35-39,330,157
Sumska,2007,40-44,43,22
Sumska,2007,45-49,0,3
Sumska,2007,50-54,0,0
Sumska,2007,55 and older,0,0
Sumska,2008,before 15,0,0
Sumska,2008,15-19,663,486
Sumska,2008,20-24,2 727,1 329
Sumska,2008,25-29,2 290,817
Sumska,2008,30-34,1 321,461
Sumska,2008,35-39,462,165
Sumska,2008,40-44,60,34
Sumska,2008,45-49,2,1
Sumska,2008,50-54,0,0
Sumska,2008,55 and older,0,0
Sumska,2009,before 15,1,2
Sumska,2009,15-19,526,449
Sumska,2009,20-24,2 578,1 287
Sumska,2009,25-29,2 304,879
Sumska,2009,30-34,1 434,454
Sumska,2009,35-39,478,179
Sumska,2009,40-44,64,24
Sumska,2009,45-49,3,2
Sumska,2009,50-54,0,0
Sumska,2009,55 and older,0,0
Sumska,2010,before 15,1,0
Sumska,2010,15-19,464,403
Sumska,2010,20-24,2 240,1 243
Sumska,2010,25-29,2 419,884
Sumska,2010,30-34,1 385,484
Sumska,2010,35-39,514,190
Sumska,2010,40-44,77,28
Sumska,2010,45-49,4,0
Sumska,2010,50-54,1,0
Sumska,2010,55 and older,0,0
Sumska,2011,before 15,0,2
Sumska,2011,15-19,415,365
Sumska,2011,20-24,2 123,1 188
Sumska,2011,25-29,2 469,990
Sumska,2011,30-34,1 458,505
Sumska,2011,35-39,586,204
Sumska,2011,40-44,103,42
Sumska,2011,45-49,5,1
Sumska,2011,50-54,0,0
Sumska,2011,55 and older,0,0
Sumska,2012,before 15,2,2
Sumska,2012,15-19,371,361
Sumska,2012,20-24,2 159,1 198
Sumska,2012,25-29,2 760,1 040
Sumska,2012,30-34,1 650,537
Sumska,2012,35-39,615,245
Sumska,2012,40-44,96,41
Sumska,2012,45-49,1,1
Sumska,2012,50-54,0,0
Sumska,2012,55 and older,0,0
Sumska,2013,before 15,1,2
Sumska,2013,15-19,314,330
Sumska,2013,20-24,1 853,1 037
Sumska,2013,25-29,2 600,1 015
Sumska,2013,30-34,1 641,538
Sumska,2013,35-39,655,232
Sumska,2013,40-44,107,56
Sumska,2013,45-49,6,2
Sumska,2013,50-54,0,0
Sumska,2013,55 and older,0,0
Sumska,2014,before 15,1,1
Sumska,2014,15-19,322,317
Sumska,2014,20-24,1 699,1 014
Sumska,2014,25-29,2 550,1 018
Sumska,2014,30-34,1 696,600
Sumska,2014,35-39,694,240
Sumska,2014,40-44,112,59
Sumska,2014,45-49,6,2
Sumska,2014,50-54,0,0
Sumska,2014,55 and older,0,0
Sumska,2015,before 15,0,0
Sumska,2015,15-19,298,303
Sumska,2015,20-24,1 658,982
Sumska,2015,25-29,2 377,890
Sumska,2015,30-34,1 682,498
Sumska,2015,35-39,678,226
Sumska,2015,40-44,133,48
Sumska,2015,45-49,5,3
Sumska,2015,50-54,0,0
Sumska,2015,55 and older,0,0
Sumska,2016,before 15,2,2
Sumska,2016,15-19,260,238
Sumska,2016,20-24,1 439,891
Sumska,2016,25-29,2 091,793
Sumska,2016,30-34,1 555,491
Sumska,2016,35-39,654,191
Sumska,2016,40-44,141,52
Sumska,2016,45-49,2,3
Sumska,2016,50-54,0,0
Sumska,2016,55 and older,0,0
Sumska,2017,before 15,1,0
Sumska,2017,15-19,214,209
Sumska,2017,20-24,1 177,768
Sumska,2017,25-29,1 856,736
Sumska,2017,30-34,1 539,499
Sumska,2017,35-39,680,191
Sumska,2017,40-44,121,40
Sumska,2017,45-49,2,3
Sumska,2017,50-54,0,0
Sumska,2017,55 and older,0,0
Ternopilska,1990,before 15,0,0
Ternopilska,1990,15-19,986,1 457
Ternopilska,1990,20-24,3 643,4 022
Ternopilska,1990,25-29,2 236,2 014
Ternopilska,1990,30-34,960,803
Ternopilska,1990,35-39,225,242
Ternopilska,1990,40-44,48,64
Ternopilska,1990,45-49,4,4
Ternopilska,1990,50-54,0,0
Ternopilska,1990,55 and older,0,0
Ternopilska,1991,before 15,0,0
Ternopilska,1991,15-19,1 071,1 627
Ternopilska,1991,20-24,3 596,3 993
Ternopilska,1991,25-29,1 977,1 863
Ternopilska,1991,30-34,865,812
Ternopilska,1991,35-39,253,245
Ternopilska,1991,40-44,48,65
Ternopilska,1991,45-49,1,4
Ternopilska,1991,50-54,0,0
Ternopilska,1991,55 and older,0,0
Ternopilska,1992,before 15,0,0
Ternopilska,1992,15-19,1 085,1 739
Ternopilska,1992,20-24,3 446,4 082
Ternopilska,1992,25-29,1 811,1 829
Ternopilska,1992,30-34,861,814
Ternopilska,1992,35-39,254,239
Ternopilska,1992,40-44,41,54
Ternopilska,1992,45-49,4,4
Ternopilska,1992,50-54,0,0
Ternopilska,1992,55 and older,0,0
Ternopilska,1993,before 15,0,0
Ternopilska,1993,15-19,1 033,1 581
Ternopilska,1993,20-24,3 047,3 890
Ternopilska,1993,25-29,1 726,1 683
Ternopilska,1993,30-34,805,731
Ternopilska,1993,35-39,233,252
Ternopilska,1993,40-44,39,60
Ternopilska,1993,45-49,1,1
Ternopilska,1993,50-54,0,0
Ternopilska,1993,55 and older,0,0
Ternopilska,1994,before 15,0,0
Ternopilska,1994,15-19,1 003,1 625
Ternopilska,1994,20-24,2 907,3 866
Ternopilska,1994,25-29,1 487,1 591
Ternopilska,1994,30-34,712,715
Ternopilska,1994,35-39,237,264
Ternopilska,1994,40-44,32,54
Ternopilska,1994,45-49,2,5
Ternopilska,1994,50-54,0,0
Ternopilska,1994,55 and older,0,0
Ternopilska,1995,before 15,0,3
Ternopilska,1995,15-19,929,1 656
Ternopilska,1995,20-24,2 772,3 674
Ternopilska,1995,25-29,1 541,1 666
Ternopilska,1995,30-34,688,625
Ternopilska,1995,35-39,231,226
Ternopilska,1995,40-44,39,55
Ternopilska,1995,45-49,4,3
Ternopilska,1995,50-54,0,0
Ternopilska,1995,55 and older,0,0
Ternopilska,1996,before 15,2,1
Ternopilska,1996,15-19,916,1 647
Ternopilska,1996,20-24,2 651,3 550
Ternopilska,1996,25-29,1 397,1 600
Ternopilska,1996,30-34,609,572
Ternopilska,1996,35-39,223,260
Ternopilska,1996,40-44,35,48
Ternopilska,1996,45-49,2,3
Ternopilska,1996,50-54,0,0
Ternopilska,1996,55 and older,0,0
Ternopilska,1997,before 15,1,1
Ternopilska,1997,15-19,874,1 506
Ternopilska,1997,20-24,2 400,3 414
Ternopilska,1997,25-29,1 323,1 596
Ternopilska,1997,30-34,537,598
Ternopilska,1997,35-39,206,230
Ternopilska,1997,40-44,46,41
Ternopilska,1997,45-49,5,1
Ternopilska,1997,50-54,0,0
Ternopilska,1997,55 and older,0,0
Ternopilska,1998,before 15,2,3
Ternopilska,1998,15-19,761,1 368
Ternopilska,1998,20-24,2 340,3 244
Ternopilska,1998,25-29,1 318,1 581
Ternopilska,1998,30-34,530,537
Ternopilska,1998,35-39,192,233
Ternopilska,1998,40-44,39,47
Ternopilska,1998,45-49,4,3
Ternopilska,1998,50-54,0,0
Ternopilska,1998,55 and older,0,0
Ternopilska,1999,before 15,0,2
Ternopilska,1999,15-19,629,1 239
Ternopilska,1999,20-24,2 087,3 065
Ternopilska,1999,25-29,1 194,1 517
Ternopilska,1999,30-34,457,544
Ternopilska,1999,35-39,181,200
Ternopilska,1999,40-44,33,42
Ternopilska,1999,45-49,1,3
Ternopilska,1999,50-54,0,0
Ternopilska,1999,55 and older,0,0
Ternopilska,2000,before 15,0,3
Ternopilska,2000,15-19,581,1 150
Ternopilska,2000,20-24,2 106,2 914
Ternopilska,2000,25-29,1 054,1 383
Ternopilska,2000,30-34,459,486
Ternopilska,2000,35-39,155,183
Ternopilska,2000,40-44,42,43
Ternopilska,2000,45-49,0,4
Ternopilska,2000,50-54,0,0
Ternopilska,2000,55 and older,0,0
Ternopilska,2001,before 15,1,3
Ternopilska,2001,15-19,545,1 002
Ternopilska,2001,20-24,1 918,2 776
Ternopilska,2001,25-29,1 098,1 393
Ternopilska,2001,30-34,456,480
Ternopilska,2001,35-39,156,176
Ternopilska,2001,40-44,37,52
Ternopilska,2001,45-49,1,2
