region,year,age,city,village
Mykolaivska,1991,25-29,2 680,1 401
Mykolaivska,1991,30-34,1 343,690
Mykolaivska,1991,35-39,470,270
Mykolaivska,1991,40-44,83,67
Mykolaivska,1991,45-49,1,7
Mykolaivska,1991,50-54,0,0
Mykolaivska,1991,55 and older,0,0
Mykolaivska,1992,before 15,0,0
Mykolaivska,1992,15-19,2 212,1 518
Mykolaivska,1992,20-24,4 095,2 531
Mykolaivska,1992,25-29,2 342,1 267
Mykolaivska,1992,30-34,1 179,647
Mykolaivska,1992,35-39,401,252
Mykolaivska,1992,40-44,93,73
Mykolaivska,1992,45-49,4,0
Mykolaivska,1992,50-54,0,0
Mykolaivska,1992,55 and older,0,0
Mykolaivska,1993,before 15,0,0
Mykolaivska,1993,15-19,2 073,1 470
Mykolaivska,1993,20-24,3 806,2 341
Mykolaivska,1993,25-29,1 991,1 176
Mykolaivska,1993,30-34,1 088,587
Mykolaivska,1993,35-39,340,235
Mykolaivska,1993,40-44,62,57
Mykolaivska,1993,45-49,1,2
Mykolaivska,1993,50-54,0,0
Mykolaivska,1993,55 and older,0,0
Mykolaivska,1994,before 15,0,0
Mykolaivska,1994,15-19,1 995,1 487
Mykolaivska,1994,20-24,3 722,2 164
Mykolaivska,1994,25-29,1 863,1 078
Mykolaivska,1994,30-34,1 050,528
Mykolaivska,1994,35-39,329,200
Mykolaivska,1994,40-44,65,51
Mykolaivska,1994,45-49,4,1
Mykolaivska,1994,50-54,0,0
Mykolaivska,1994,55 and older,0,0
Mykolaivska,1995,before 15,4,4
Mykolaivska,1995,15-19,1 807,1 450
Mykolaivska,1995,20-24,3 494,2 187
Mykolaivska,1995,25-29,1 782,1 012
Mykolaivska,1995,30-34,957,486
Mykolaivska,1995,35-39,306,205
Mykolaivska,1995,40-44,57,39
Mykolaivska,1995,45-49,1,1
Mykolaivska,1995,50-54,0,0
Mykolaivska,1995,55 and older,0,0
Mykolaivska,1996,before 15,3,11
Mykolaivska,1996,15-19,1 752,1 364
Mykolaivska,1996,20-24,3 375,1 950
Mykolaivska,1996,25-29,1 650,991
Mykolaivska,1996,30-34,770,447
Mykolaivska,1996,35-39,254,161
Mykolaivska,1996,40-44,47,52
Mykolaivska,1996,45-49,1,1
Mykolaivska,1996,50-54,0,0
Mykolaivska,1996,55 and older,0,0
Mykolaivska,1997,before 15,7,10
Mykolaivska,1997,15-19,1 502,1 275
Mykolaivska,1997,20-24,3 127,1 862
Mykolaivska,1997,25-29,1 654,974
Mykolaivska,1997,30-34,782,409
Mykolaivska,1997,35-39,316,217
Mykolaivska,1997,40-44,42,45
Mykolaivska,1997,45-49,3,1
Mykolaivska,1997,50-54,0,0
Mykolaivska,1997,55 and older,0,0
Mykolaivska,1998,before 15,3,5
Mykolaivska,1998,15-19,1 337,1 101
Mykolaivska,1998,20-24,2 903,1 723
Mykolaivska,1998,25-29,1 471,840
Mykolaivska,1998,30-34,691,368
Mykolaivska,1998,35-39,232,165
Mykolaivska,1998,40-44,56,43
Mykolaivska,1998,45-49,1,2
Mykolaivska,1998,50-54,0,0
Mykolaivska,1998,55 and older,0,0
Mykolaivska,1999,before 15,2,4
Mykolaivska,1999,15-19,1 119,1 037
Mykolaivska,1999,20-24,2 684,1 653
Mykolaivska,1999,25-29,1 450,915
Mykolaivska,1999,30-34,657,366
Mykolaivska,1999,35-39,257,154
Mykolaivska,1999,40-44,54,35
Mykolaivska,1999,45-49,0,0
Mykolaivska,1999,50-54,0,0
Mykolaivska,1999,55 and older,0,0
Mykolaivska,2000,before 15,1,1
Mykolaivska,2000,15-19,990,939
Mykolaivska,2000,20-24,2 630,1 672
Mykolaivska,2000,25-29,1 571,897
Mykolaivska,2000,30-34,654,376
Mykolaivska,2000,35-39,248,165
Mykolaivska,2000,40-44,57,28
Mykolaivska,2000,45-49,1,0
Mykolaivska,2000,50-54,0,0
Mykolaivska,2000,55 and older,0,0
Mykolaivska,2001,before 15,1,6
Mykolaivska,2001,15-19,960,935
Mykolaivska,2001,20-24,2 513,1 520
Mykolaivska,2001,25-29,1 585,862
Mykolaivska,2001,30-34,746,346
Mykolaivska,2001,35-39,236,139
Mykolaivska,2001,40-44,47,41
Mykolaivska,2001,45-49,0,1
Mykolaivska,2001,50-54,0,0
Mykolaivska,2001,55 and older,0,0
Mykolaivska,2002,before 15,2,2
Mykolaivska,2002,15-19,899,890
Mykolaivska,2002,20-24,2 538,1 536
Mykolaivska,2002,25-29,1 637,897
Mykolaivska,2002,30-34,789,363
Mykolaivska,2002,35-39,273,150
Mykolaivska,2002,40-44,57,35
Mykolaivska,2002,45-49,2,0
Mykolaivska,2002,50-54,0,0
Mykolaivska,2002,55 and older,0,0
Mykolaivska,2003,before 15,0,2
Mykolaivska,2003,15-19,958,896
Mykolaivska,2003,20-24,2 818,1 640
Mykolaivska,2003,25-29,1 948,949
Mykolaivska,2003,30-34,944,429
Mykolaivska,2003,35-39,293,142
Mykolaivska,2003,40-44,39,32
Mykolaivska,2003,45-49,2,1
Mykolaivska,2003,50-54,0,0
Mykolaivska,2003,55 and older,0,0
Mykolaivska,2004,before 15,2,2
Mykolaivska,2004,15-19,947,806
Mykolaivska,2004,20-24,2 906,1 444
Mykolaivska,2004,25-29,2 047,916
Mykolaivska,2004,30-34,992,425
Mykolaivska,2004,35-39,305,120
Mykolaivska,2004,40-44,73,38
Mykolaivska,2004,45-49,2,0
Mykolaivska,2004,50-54,0,0
Mykolaivska,2004,55 and older,0,0
Mykolaivska,2005,before 15,2,1
Mykolaivska,2005,15-19,854,761
Mykolaivska,2005,20-24,2 648,1 483
Mykolaivska,2005,25-29,2 061,864
Mykolaivska,2005,30-34,1 100,472
Mykolaivska,2005,35-39,365,166
Mykolaivska,2005,40-44,77,44
Mykolaivska,2005,45-49,4,2
Mykolaivska,2005,50-54,0,0
Mykolaivska,2005,55 and older,0,0
Mykolaivska,2006,before 15,1,0
Mykolaivska,2006,15-19,762,728
Mykolaivska,2006,20-24,2 801,1 713
Mykolaivska,2006,25-29,2 148,1 093
Mykolaivska,2006,30-34,1 157,579
Mykolaivska,2006,35-39,397,220
Mykolaivska,2006,40-44,72,28
Mykolaivska,2006,45-49,0,1
Mykolaivska,2006,50-54,0,0
Mykolaivska,2006,55 and older,0,0
Mykolaivska,2007,before 15,1,1
Mykolaivska,2007,15-19,757,777
Mykolaivska,2007,20-24,2 758,1 837
Mykolaivska,2007,25-29,2 294,1 121
Mykolaivska,2007,30-34,1 327,620
Mykolaivska,2007,35-39,484,215
Mykolaivska,2007,40-44,78,38
Mykolaivska,2007,45-49,2,1
Mykolaivska,2007,50-54,0,0
Mykolaivska,2007,55 and older,0,0
Mykolaivska,2008,before 15,3,3
Mykolaivska,2008,15-19,758,785
Mykolaivska,2008,20-24,2 956,1 931
Mykolaivska,2008,25-29,2 571,1 207
Mykolaivska,2008,30-34,1 517,685
Mykolaivska,2008,35-39,519,230
Mykolaivska,2008,40-44,108,48
Mykolaivska,2008,45-49,5,3
Mykolaivska,2008,50-54,0,0
Mykolaivska,2008,55 and older,0,0
Mykolaivska,2009,before 15,1,3
Mykolaivska,2009,15-19,670,748
Mykolaivska,2009,20-24,2 625,1 810
Mykolaivska,2009,25-29,2 700,1 294
Mykolaivska,2009,30-34,1 521,654
Mykolaivska,2009,35-39,611,258
Mykolaivska,2009,40-44,94,41
Mykolaivska,2009,45-49,6,1
Mykolaivska,2009,50-54,0,0
Mykolaivska,2009,55 and older,0,0
Mykolaivska,2010,before 15,2,6
Mykolaivska,2010,15-19,555,713
Mykolaivska,2010,20-24,2 439,1 761
Mykolaivska,2010,25-29,2 719,1 245
Mykolaivska,2010,30-34,1 515,778
Mykolaivska,2010,35-39,578,328
Mykolaivska,2010,40-44,90,51
Mykolaivska,2010,45-49,4,4
Mykolaivska,2010,50-54,0,0
Mykolaivska,2010,55 and older,0,0
Mykolaivska,2011,before 15,1,2
Mykolaivska,2011,15-19,540,648
Mykolaivska,2011,20-24,2 395,1 791
Mykolaivska,2011,25-29,2 761,1 381
Mykolaivska,2011,30-34,1 599,744
Mykolaivska,2011,35-39,661,334
Mykolaivska,2011,40-44,97,49
Mykolaivska,2011,45-49,3,0
Mykolaivska,2011,50-54,0,0
Mykolaivska,2011,55 and older,0,0
Mykolaivska,2012,before 15,2,2
Mykolaivska,2012,15-19,476,671
Mykolaivska,2012,20-24,2 340,1 805
Mykolaivska,2012,25-29,2 934,1 441
Mykolaivska,2012,30-34,1 707,835
Mykolaivska,2012,35-39,734,343
Mykolaivska,2012,40-44,128,71
Mykolaivska,2012,45-49,3,4
Mykolaivska,2012,50-54,1,0
Mykolaivska,2012,55 and older,0,0
Mykolaivska,2013,before 15,0,2
Mykolaivska,2013,15-19,452,648
Mykolaivska,2013,20-24,2 049,1 722
Mykolaivska,2013,25-29,2 854,1 387
Mykolaivska,2013,30-34,1 740,844
Mykolaivska,2013,35-39,742,345
Mykolaivska,2013,40-44,142,65
Mykolaivska,2013,45-49,4,2
Mykolaivska,2013,50-54,1,0
Mykolaivska,2013,55 and older,0,0
Mykolaivska,2014,before 15,2,5
Mykolaivska,2014,15-19,473,602
Mykolaivska,2014,20-24,1 978,1 698
Mykolaivska,2014,25-29,2 918,1 400
Mykolaivska,2014,30-34,1 916,757
Mykolaivska,2014,35-39,767,317
Mykolaivska,2014,40-44,138,51
Mykolaivska,2014,45-49,7,2
Mykolaivska,2014,50-54,0,0
Mykolaivska,2014,55 and older,0,0
Mykolaivska,2015,before 15,1,2
Mykolaivska,2015,15-19,416,512
Mykolaivska,2015,20-24,1 886,1 408
Mykolaivska,2015,25-29,2 559,1 131
Mykolaivska,2015,30-34,1 711,643
Mykolaivska,2015,35-39,721,294
Mykolaivska,2015,40-44,132,66
Mykolaivska,2015,45-49,10,0
Mykolaivska,2015,50-54,1,0
Mykolaivska,2015,55 and older,0,0
Mykolaivska,2016,before 15,0,3
Mykolaivska,2016,15-19,346,463
Mykolaivska,2016,20-24,1 637,1 279
Mykolaivska,2016,25-29,2 384,1 070
Mykolaivska,2016,30-34,1 773,634
Mykolaivska,2016,35-39,693,256
Mykolaivska,2016,40-44,145,55
Mykolaivska,2016,45-49,4,1
Mykolaivska,2016,50-54,0,0
Mykolaivska,2016,55 and older,0,0
Mykolaivska,2017,before 15,0,3
Mykolaivska,2017,15-19,329,400
Mykolaivska,2017,20-24,1 396,1 167
Mykolaivska,2017,25-29,2 155,1 043
Mykolaivska,2017,30-34,1 669,675
Mykolaivska,2017,35-39,713,267
Mykolaivska,2017,40-44,157,57
Mykolaivska,2017,45-49,5,0
Mykolaivska,2017,50-54,0,0
Mykolaivska,2017,55 and older,0,0
Odeska,1990,before 15,0,0
Odeska,1990,15-19,3 058,2 546
Odeska,1990,20-24,7 776,5 184
Odeska,1990,25-29,4 997,3 074
Odeska,1990,30-34,2 717,1 657
Odeska,1990,35-39,1 033,766
Odeska,1990,40-44,188,147
Odeska,1990,45-49,2,5
Odeska,1990,50-54,0,0
Odeska,1990,55 and older,0,0
Odeska,1991,before 15,0,0
Odeska,1991,15-19,3 209,2 734
Odeska,1991,20-24,7 719,5 025
Odeska,1991,25-29,4 590,2 830
Odeska,1991,30-34,2 572,1 531
Odeska,1991,35-39,915,623
Odeska,1991,40-44,210,137
Odeska,1991,45-49,6,2
Odeska,1991,50-54,0,0
Odeska,1991,55 and older,0,0
Odeska,1992,before 15,0,0
Odeska,1992,15-19,2 913,2 797
Odeska,1992,20-24,7 181,5 039
Odeska,1992,25-29,4 139,2 729
Odeska,1992,30-34,2 213,1 423
Odeska,1992,35-39,835,575
Odeska,1992,40-44,169,113
Odeska,1992,45-49,9,3
Odeska,1992,50-54,0,0
Odeska,1992,55 and older,0,0
Odeska,1993,before 15,0,0
Odeska,1993,15-19,2 726,2 900
Odeska,1993,20-24,6 527,4 948
Odeska,1993,25-29,3 468,2 615
Odeska,1993,30-34,1 985,1 320
Odeska,1993,35-39,757,607
Odeska,1993,40-44,165,134
Odeska,1993,45-49,3,2
Odeska,1993,50-54,0,0
Odeska,1993,55 and older,0,0
Odeska,1994,before 15,0,0
Odeska,1994,15-19,2 662,2 841
Odeska,1994,20-24,6 124,4 583
Odeska,1994,25-29,3 237,2 329
Odeska,1994,30-34,1 747,1 220
Odeska,1994,35-39,673,486
Odeska,1994,40-44,139,118
Odeska,1994,45-49,7,4
Odeska,1994,50-54,0,0
Odeska,1994,55 and older,0,0
Odeska,1995,before 15,9,9
Odeska,1995,15-19,2 518,2 609
Odeska,1995,20-24,5 940,4 327
Odeska,1995,25-29,3 152,2 291
Odeska,1995,30-34,1 727,1 067
Odeska,1995,35-39,642,424
Odeska,1995,40-44,133,105
Odeska,1995,45-49,4,8
Odeska,1995,50-54,0,0
Odeska,1995,55 and older,0,0
Odeska,1996,before 15,9,9
Odeska,1996,15-19,2 128,2 434
Odeska,1996,20-24,5 702,4 234
Odeska,1996,25-29,3 207,2 096
Odeska,1996,30-34,1 641,938
Odeska,1996,35-39,642,403
Odeska,1996,40-44,102,82
Odeska,1996,45-49,6,3
Odeska,1996,50-54,0,0
Odeska,1996,55 and older,0,0
Odeska,1997,before 15,6,11
Odeska,1997,15-19,1 975,2 196
Odeska,1997,20-24,5 286,4 055
Odeska,1997,25-29,3 140,1 992
Odeska,1997,30-34,1 607,940
Odeska,1997,35-39,629,421
Odeska,1997,40-44,109,100
Odeska,1997,45-49,4,2
Odeska,1997,50-54,0,0
Odeska,1997,55 and older,0,0
Odeska,1998,before 15,3,6
Odeska,1998,15-19,1 654,2 107
Odeska,1998,20-24,4 972,3 780
Odeska,1998,25-29,3 165,1 971
Odeska,1998,30-34,1 526,859
Odeska,1998,35-39,597,370
Odeska,1998,40-44,135,97
Odeska,1998,45-49,4,1
Odeska,1998,50-54,0,0
Odeska,1998,55 and older,0,0
Odeska,1999,before 15,7,7
Odeska,1999,15-19,1 412,1 859
Odeska,1999,20-24,4 382,3 529
Odeska,1999,25-29,3 138,2 010
Odeska,1999,30-34,1 520,883
Odeska,1999,35-39,607,363
Odeska,1999,40-44,87,96
Odeska,1999,45-49,7,5
Odeska,1999,50-54,0,0
Odeska,1999,55 and older,0,0
Odeska,2000,before 15,2,5
Odeska,2000,15-19,1 357,1 798
Odeska,2000,20-24,4 407,3 439
Odeska,2000,25-29,3 254,2 080
Odeska,2000,30-34,1 561,861
Odeska,2000,35-39,635,328
Odeska,2000,40-44,137,93
Odeska,2000,45-49,3,6
Odeska,2000,50-54,0,0
Odeska,2000,55 and older,0,0
Odeska,2001,before 15,1,8
Odeska,2001,15-19,1 269,1 772
Odeska,2001,20-24,4 421,3 418
Odeska,2001,25-29,3 495,2 013
Odeska,2001,30-34,1 781,935
Odeska,2001,35-39,592,342
Odeska,2001,40-44,120,90
Odeska,2001,45-49,4,6
Odeska,2001,50-54,0,0
Odeska,2001,55 and older,0,0
Odeska,2002,before 15,5,7
Odeska,2002,15-19,1 178,1 727
Odeska,2002,20-24,4 514,3 472
Odeska,2002,25-29,3 762,2 219
Odeska,2002,30-34,1 914,994
Odeska,2002,35-39,656,368
Odeska,2002,40-44,131,88
Odeska,2002,45-49,3,3
Odeska,2002,50-54,0,0
Odeska,2002,55 and older,0,0
Odeska,2003,before 15,4,5
Odeska,2003,15-19,1 289,1 691
Odeska,2003,20-24,4 633,3 465
Odeska,2003,25-29,4 076,2 234
Odeska,2003,30-34,2 236,1 051
Odeska,2003,35-39,822,359
Odeska,2003,40-44,149,100
Odeska,2003,45-49,4,4
Odeska,2003,50-54,0,0
Odeska,2003,55 and older,0,0
Odeska,2004,before 15,2,8
Odeska,2004,15-19,1 312,1 683
Odeska,2004,20-24,4 781,3 560
Odeska,2004,25-29,4 440,2 298
Odeska,2004,30-34,2 499,1 084
Odeska,2004,35-39,839,391
Odeska,2004,40-44,176,81
Odeska,2004,45-49,5,0
Odeska,2004,50-54,0,0
Odeska,2004,55 and older,0,0
Odeska,2005,before 15,1,6
Odeska,2005,15-19,1 284,1 566
Odeska,2005,20-24,4 784,3 503
Odeska,2005,25-29,4 572,2 401
Odeska,2005,30-34,2 677,1 240
Odeska,2005,35-39,999,420
Odeska,2005,40-44,184,94
Odeska,2005,45-49,8,2
Odeska,2005,50-54,0,0
Odeska,2005,55 and older,0,0
Odeska,2006,before 15,2,6
Odeska,2006,15-19,1 140,1 607
Odeska,2006,20-24,4 797,3 893
Odeska,2006,25-29,4 772,2 605
Odeska,2006,30-34,2 942,1 399
Odeska,2006,35-39,1 062,472
Odeska,2006,40-44,159,93
Odeska,2006,45-49,8,3
Odeska,2006,50-54,0,2
Odeska,2006,55 and older,0,0
Odeska,2007,before 15,2,11
Odeska,2007,15-19,1 206,1 601
Odeska,2007,20-24,5 038,4 123
Odeska,2007,25-29,5 128,2 747
Odeska,2007,30-34,3 186,1 471
Odeska,2007,35-39,1 212,541
Odeska,2007,40-44,221,109
Odeska,2007,45-49,6,3
Odeska,2007,50-54,0,0
Odeska,2007,55 and older,0,0
Odeska,2008,before 15,4,7
Odeska,2008,15-19,1 237,1 658
Odeska,2008,20-24,5 214,4 277
Odeska,2008,25-29,5 573,2 995
Odeska,2008,30-34,3 631,1 611
Odeska,2008,35-39,1 453,579
Odeska,2008,40-44,272,112
Odeska,2008,45-49,11,3
Odeska,2008,50-54,0,0
Odeska,2008,55 and older,0,0
Odeska,2009,before 15,6,4
Odeska,2009,15-19,1 075,1 548
Odeska,2009,20-24,4 948,4 253
Odeska,2009,25-29,5 782,3 024
Odeska,2009,30-34,3 809,1 723
Odeska,2009,35-39,1 574,694
Odeska,2009,40-44,278,114
Odeska,2009,45-49,20,7
Odeska,2009,50-54,0,0
Odeska,2009,55 and older,0,0
Odeska,2010,before 15,5,10
Odeska,2010,15-19,966,1 448
Odeska,2010,20-24,4 551,4 221
Odeska,2010,25-29,5 737,3 219
Odeska,2010,30-34,3 665,1 771
Odeska,2010,35-39,1 696,785
Odeska,2010,40-44,290,161
Odeska,2010,45-49,20,4
Odeska,2010,50-54,2,0
Odeska,2010,55 and older,1,0
Odeska,2011,before 15,3,3
Odeska,2011,15-19,863,1 372
Odeska,2011,20-24,4 343,4 050
Odeska,2011,25-29,5 947,3 541
Odeska,2011,30-34,3 815,1 943
Odeska,2011,35-39,1 874,853
Odeska,2011,40-44,328,174
Odeska,2011,45-49,16,6
Odeska,2011,50-54,0,0
Odeska,2011,55 and older,0,0
Odeska,2012,before 15,10,6
Odeska,2012,15-19,885,1 334
Odeska,2012,20-24,4 248,4 083
Odeska,2012,25-29,6 319,3 718
Odeska,2012,30-34,4 213,2 045
Odeska,2012,35-39,1 943,884
Odeska,2012,40-44,347,179
Odeska,2012,45-49,20,4
Odeska,2012,50-54,1,2
Odeska,2012,55 and older,0,0
Odeska,2013,before 15,3,3
Odeska,2013,15-19,727,1 214
Odeska,2013,20-24,3 906,3 626
Odeska,2013,25-29,6 151,3 656
Odeska,2013,30-34,4 149,2 057
Odeska,2013,35-39,2 002,882
Odeska,2013,40-44,361,196
Odeska,2013,45-49,11,7
Odeska,2013,50-54,0,0
Odeska,2013,55 and older,2,0
Odeska,2014,before 15,1,2
Odeska,2014,15-19,696,1 110
Odeska,2014,20-24,3 803,3 588
Odeska,2014,25-29,6 101,3 702
Odeska,2014,30-34,4 389,2 272
Odeska,2014,35-39,2 043,1 015
Odeska,2014,40-44,420,199
Odeska,2014,45-49,25,3
Odeska,2014,50-54,4,0
Odeska,2014,55 and older,0,0
Odeska,2015,before 15,7,5
Odeska,2015,15-19,650,1 039
Odeska,2015,20-24,3 508,3 342
Odeska,2015,25-29,5 775,3 266
Odeska,2015,30-34,4 406,1 895
Odeska,2015,35-39,1 945,840
Odeska,2015,40-44,453,169
Odeska,2015,45-49,17,14
Odeska,2015,50-54,1,0
Odeska,2015,55 and older,0,0
Odeska,2016,before 15,42,8
Odeska,2016,15-19,641,930
Odeska,2016,20-24,3 180,3 110
Odeska,2016,25-29,5 563,3 043
Odeska,2016,30-34,4 389,1 932
Odeska,2016,35-39,2 054,796
Odeska,2016,40-44,421,178
Odeska,2016,45-49,26,12
Odeska,2016,50-54,0,0
Odeska,2016,55 and older,0,0
Odeska,2017,before 15,44,7
Odeska,2017,15-19,583,817
Odeska,2017,20-24,2 866,2 686
Odeska,2017,25-29,5 046,2 906
Odeska,2017,30-34,4 561,2 040
Odeska,2017,35-39,2 077,815
Odeska,2017,40-44,440,156
Odeska,2017,45-49,37,10
Odeska,2017,50-54,3,0
Odeska,2017,55 and older,1,0
Poltavska,1990,before 15,0,0
Poltavska,1990,15-19,2 045,1 531
Poltavska,1990,20-24,5 324,3 652
Poltavska,1990,25-29,3 075,1 878
Poltavska,1990,30-34,1 489,841
Poltavska,1990,35-39,467,328
Poltavska,1990,40-44,85,75
Poltavska,1990,45-49,2,3
Poltavska,1990,50-54,0,0
Poltavska,1990,55 and older,0,0
Poltavska,1991,before 15,0,0
Poltavska,1991,15-19,2 117,1 666
Poltavska,1991,20-24,5 194,3 588
Poltavska,1991,25-29,2 848,1 836
Poltavska,1991,30-34,1 330,792
Poltavska,1991,35-39,434,294
Poltavska,1991,40-44,92,79
Poltavska,1991,45-49,1,4
Poltavska,1991,50-54,0,0
Poltavska,1991,55 and older,0,0
Poltavska,1992,before 15,0,0
Poltavska,1992,15-19,2 020,1 746
Poltavska,1992,20-24,5 028,3 304
Poltavska,1992,25-29,2 556,1 627
Poltavska,1992,30-34,1 166,766
Poltavska,1992,35-39,392,264
Poltavska,1992,40-44,91,71
Poltavska,1992,45-49,4,0
Poltavska,1992,50-54,0,0
Poltavska,1992,55 and older,0,0
Poltavska,1993,before 15,0,0
Poltavska,1993,15-19,1 992,1 537
Poltavska,1993,20-24,4 634,3 060
Poltavska,1993,25-29,2 338,1 567
Poltavska,1993,30-34,1 122,705
Poltavska,1993,35-39,326,241
Poltavska,1993,40-44,66,55
Poltavska,1993,45-49,1,3
Poltavska,1993,50-54,0,0
Poltavska,1993,55 and older,0,0
Poltavska,1994,before 15,0,0
Poltavska,1994,15-19,1 903,1 583
Poltavska,1994,20-24,4 272,2 919
Poltavska,1994,25-29,2 116,1 520
Poltavska,1994,30-34,989,617
Poltavska,1994,35-39,338,247
Poltavska,1994,40-44,86,62
Poltavska,1994,45-49,1,2
Poltavska,1994,50-54,0,0
Poltavska,1994,55 and older,0,0
Poltavska,1995,before 15,2,2
Poltavska,1995,15-19,1 896,1 492
Poltavska,1995,20-24,4 129,2 734
Poltavska,1995,25-29,2 049,1 427
Poltavska,1995,30-34,881,635
Poltavska,1995,35-39,272,210
Poltavska,1995,40-44,56,49
Poltavska,1995,45-49,0,1
Poltavska,1995,50-54,0,0
Poltavska,1995,55 and older,0,0
Poltavska,1996,before 15,2,0
Poltavska,1996,15-19,1 695,1 415
Poltavska,1996,20-24,4 081,2 688
Poltavska,1996,25-29,1 951,1 323
Poltavska,1996,30-34,872,558
Poltavska,1996,35-39,278,221
Poltavska,1996,40-44,47,33
Poltavska,1996,45-49,0,0
Poltavska,1996,50-54,0,0
Poltavska,1996,55 and older,0,0
Poltavska,1997,before 15,0,0
Poltavska,1997,15-19,1 403,1 260
Poltavska,1997,20-24,3 765,2 463
Poltavska,1997,25-29,1 872,1 316
Poltavska,1997,30-34,798,562
Poltavska,1997,35-39,284,206
Poltavska,1997,40-44,43,45
Poltavska,1997,45-49,0,0
Poltavska,1997,50-54,0,0
Poltavska,1997,55 and older,0,0
Poltavska,1998,before 15,0,0
Poltavska,1998,15-19,1 298,1 275
Poltavska,1998,20-24,3 375,2 357
Poltavska,1998,25-29,1 900,1 181
Poltavska,1998,30-34,760,466
Poltavska,1998,35-39,277,197
Poltavska,1998,40-44,40,41
Poltavska,1998,45-49,0,0
Poltavska,1998,50-54,0,0
Poltavska,1998,55 and older,0,0
Poltavska,1999,before 15,2,0
Poltavska,1999,15-19,1 103,1 059
Poltavska,1999,20-24,3 213,2 168
Poltavska,1999,25-29,1 736,1 111
Poltavska,1999,30-34,814,469
Poltavska,1999,35-39,258,175
Poltavska,1999,40-44,53,41
Poltavska,1999,45-49,0,0
Poltavska,1999,50-54,0,0
Poltavska,1999,55 and older,0,0
Poltavska,2000,before 15,0,1
Poltavska,2000,15-19,1 015,940
Poltavska,2000,20-24,3 019,2 008
Poltavska,2000,25-29,1 841,1 078
Poltavska,2000,30-34,782,463
Poltavska,2000,35-39,225,160
Poltavska,2000,40-44,48,35
Poltavska,2000,45-49,1,1
Poltavska,2000,50-54,0,0
Poltavska,2000,55 and older,0,0
Poltavska,2001,before 15,5,1
Poltavska,2001,15-19,908,919
Poltavska,2001,20-24,2 747,1 921
Poltavska,2001,25-29,1 778,1 053
Poltavska,2001,30-34,837,469
Poltavska,2001,35-39,227,164
Poltavska,2001,40-44,43,33
Poltavska,2001,45-49,6,0
Poltavska,2001,50-54,0,0
Poltavska,2001,55 and older,0,0
Poltavska,2002,before 15,0,2
Poltavska,2002,15-19,863,944
Poltavska,2002,20-24,2 798,1 932
Poltavska,2002,25-29,1 935,1 155
Poltavska,2002,30-34,836,517
Poltavska,2002,35-39,257,179
Poltavska,2002,40-44,62,38
Poltavska,2002,45-49,2,2
Poltavska,2002,50-54,0,0
Poltavska,2002,55 and older,0,0
Poltavska,2003,before 15,0,0
Poltavska,2003,15-19,856,879
Poltavska,2003,20-24,2 893,1 884
Poltavska,2003,25-29,2 073,1 138
Poltavska,2003,30-34,994,525
Poltavska,2003,35-39,315,154
Poltavska,2003,40-44,53,45
Poltavska,2003,45-49,1,1
Poltavska,2003,50-54,0,0
Poltavska,2003,55 and older,0,0
Poltavska,2004,before 15,0,2
Poltavska,2004,15-19,807,822
Poltavska,2004,20-24,3 023,1 719
Poltavska,2004,25-29,2 151,1 085
Poltavska,2004,30-34,1 020,520
Poltavska,2004,35-39,329,175
Poltavska,2004,40-44,56,41
Poltavska,2004,45-49,1,1
Poltavska,2004,50-54,0,0
Poltavska,2004,55 and older,0,0
Poltavska,2005,before 15,2,2
Poltavska,2005,15-19,767,765
Poltavska,2005,20-24,2 965,1 793
Poltavska,2005,25-29,2 206,1 117
Poltavska,2005,30-34,1 172,568
Poltavska,2005,35-39,326,198
Poltavska,2005,40-44,53,34
Poltavska,2005,45-49,1,1
Poltavska,2005,50-54,0,0
Poltavska,2005,55 and older,0,0
Poltavska,2006,before 15,2,2
Poltavska,2006,15-19,769,851
Poltavska,2006,20-24,3 141,2 067
Poltavska,2006,25-29,2 570,1 274
Poltavska,2006,30-34,1 396,679
Poltavska,2006,35-39,438,242
Poltavska,2006,40-44,80,37
Poltavska,2006,45-49,4,4
Poltavska,2006,50-54,0,0
Poltavska,2006,55 and older,0,0
Poltavska,2007,before 15,0,2
Poltavska,2007,15-19,713,820
Poltavska,2007,20-24,3 048,2 058
Poltavska,2007,25-29,2 478,1 246
Poltavska,2007,30-34,1 390,727
Poltavska,2007,35-39,455,248
Poltavska,2007,40-44,79,45
Poltavska,2007,45-49,2,5
Poltavska,2007,50-54,0,0
Poltavska,2007,55 and older,0,0
Poltavska,2008,before 15,0,3
Poltavska,2008,15-19,679,864
Poltavska,2008,20-24,3 135,2 242
Poltavska,2008,25-29,2 794,1 498
Poltavska,2008,30-34,1 721,753
Poltavska,2008,35-39,625,279
Poltavska,2008,40-44,74,58
Poltavska,2008,45-49,5,2
Poltavska,2008,50-54,0,0
Poltavska,2008,55 and older,0,0
Poltavska,2009,before 15,3,3
Poltavska,2009,15-19,588,788
Poltavska,2009,20-24,2 876,2 333
Poltavska,2009,25-29,2 902,1 481
Poltavska,2009,30-34,1 754,864
Poltavska,2009,35-39,608,358
Poltavska,2009,40-44,114,64
Poltavska,2009,45-49,1,2
Poltavska,2009,50-54,0,0
Poltavska,2009,55 and older,0,0
Poltavska,2010,before 15,0,1
Poltavska,2010,15-19,490,729
